"Wait!"	"等等！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Hello, Leo... My name's Linus."	"你好，里歐……我叫萊納斯。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I've heard all about you, and your parrot family."	"我聽說了你的事情，包括你的鸚鵡家庭。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"It's really something special!"	"真的很特別！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Aye, lad... Linus lives on the mainland with the rest of us."	"對啊，小子……萊納斯和我們其他人都生活在大陸上。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"After hearing your story... I wanted to help. So, I talked to Linus here and hatched a little plan."	"聽到你的故事之後……我想幫幫你。所以，我跟萊納斯談了談，想到了一個小小的計劃。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Go on, Linus... tell him."	"萊納斯，繼續吧……告訴他。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Leo..."	"里歐……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I'd like you to come back with us, to Stardew Valley."	"我想讓你跟我們一起回星露谷去。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"It's a beautiful place... not as warm as here, but still full of life... and I live right in the middle of it!"	"那個地方很漂亮……沒這裡溫暖，但是生機盎然……而且我住的地方就在正中心！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I know the lay of the land, and many things about the waters, the trees, the animals, and more..."	"我精通那邊的地形地貌，以及河川、樹木、動物，還有好多……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"You see... I'm a child of nature, too. You might say we're 'birds of a feather'."	"所以說……我也算是大自然的孩子，我和你是同類。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"But, I'm getting old... And I'd like to teach someone all that I've learned before moving on..."	"不過，我已經老了……我想要在走之前把我學到的東西都傳授給一個人……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Leo... will you come back with us?"	"里歐……你願意跟我們回去嗎？"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"L... leave the island?"	"離……離開這座島？"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I can take you back for a visit any time!"	"我可以隨時帶你回來看看的！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"But, lad.... You can't live here forever..."	"但是，小子……你總不能在這裡生活一輩子……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"You know, there are other children back home, too. I'm sure they'd love to meet ya..."	"星露谷還有很多其他的孩子，他們肯定也希望可以看到你……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"O... other kids?"	"其……其他的孩子？"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"What do you think, @?"	"@，你覺得呢？"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I think it's a great idea."	"我覺得這主意不錯。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I think he should stay here."	"我覺得他應該留下來。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"It's up to Leo..."	"還是看里歐的決定……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Well, let's not forget... the choice is really up to Leo..."	"嗯，我們還是別忘了……最後還是要里歐自己決定……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I understand. This is Leo's home, after all."	"我明白。這裡畢竟是里歐的家。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"...It's hard to make changes. But sometimes It's for the best."	"……想做出改變很難，但是有時這確實是好的。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Still... the choice is really up to Leo."	"不過……最終還是要里歐自己決定。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I... "	"我……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I'll go..."	"我跟你們走……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Great!"	"太棒了！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"But... my family..."	"但是……我的家庭……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"She says..."	"她說……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"She says the parrots are all happy for me."	"她說鸚鵡們對我感到高興。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"...And that they want me to start the next chapter of life, wherever it may lead..."	"……他們想讓我開啟生命的下一個篇章，無論它會導向哪裡……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"And no matter what happens... they'll always be my family... forever."	"而且無論發生什麼……我都是家裡的一員……永遠。"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"Goodbye!"	"再見！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"I'm ready!"	"我準備好了！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"A new arrival to the valley..."	"星露谷到來了一位新村民……"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
"It seems our little town is growing!"	"我們的小鎮越來越熱鬧了！"	"6497428/e 6497423/f Leo 1500/w sunny/t 600 1800/Hl leoMoved"
" ...{2}?"	"……{2}？"	"PlayerKilled"
" {2}, 일어나!"	"{2}，醒醒！"	"PlayerKilled"
