"With all this space, I can really achieve a full body workout."	"有了這麼大的空間，我真的可以盡情全身鍛鍊了。"	"Rainy_Day_0"
"I never had many friends in town... I sometimes wonder how I'd end up if you never moved here."	"我在鎮上的朋友從來都不多……有時候我會想如果你沒搬到這裡來，我會落入什麼地步。"	"Rainy_Day_1"
"Aw... I was gonna do some jogging outside. But I can't really do it in this weather."	"啊……我本想在戶外慢跑。但這種天氣可不行。"	"Rainy_Day_2"
"*grumble*... I just woke up and I'm hungry for some protein."	"*嘟囔*……我剛醒，而且急需補充蛋白質。"	"Rainy_Day_3"
"I think I might start reading books. I don't want to become stagnant now that I'm a married guy!"	"或許我該開始讀書。既然我已經結婚了，可不能變得笨頭笨腦的！"	"Rainy_Day_4"
"Unghh... one... Unghhh... two... It feels great to lift weights outdoors!"	"啊……一……啊……二……在戶外舉重感覺真好！"	"patio_Alex"
"Hey, did you have a good day? I'm sure tomorrow will be even better."	"嘿，你今天過得好嗎？我相信明天會更好。"	"Rainy_Night_0"
"How's it going? I've been carrying the old gridball around with me all day. A guy can pretend..."	"過得如何啊？我今天一整天都帶著那顆舊橄球，假裝自己是個球員……"	"Rainy_Night_1"
"Oh... the smell? I've been eating garlic all day. I'm trying to stay manly... Sorry."	"噢……這個味道？我吃了一天的大蒜……我想努力保持男子氣概……抱歉。"	"Rainy_Night_2"
"I've been setting aside a few scraps for Dusty. He deserves a treat now and then."	"我一直給達斯迪留些剩飯。偶爾也該對他好一點。"	"Rainy_Night_3"
"I was hungry so I made some dinner. Here, I saved you a plate. [241 242 225 214 198]"	"我很餓，所以我做了晚餐。來，我為你留了一盤。[241 242 225 214 198]"	"Rainy_Night_4"
"Ahh... there's nothing like a good night's sleep next to my husband!"	"啊……，在我老公旁邊美美的睡一覺簡直再好不過了！"	"Indoor_Day_0"
"Ahh... there's nothing like a good night's sleep next to my wife!"	"啊……在我老婆旁邊美美的睡一覺簡直再好不過了！"	"Indoor_Day_0"
"Hey, honey! I made you a hot breakfast.[195 210 211]"	"嘿，親愛的！我給你做了熱騰騰的早餐！[195 210 211]"	"Indoor_Day_1"
"If you want to get strong, you have to eat like you mean it!"	"如果你想身體強壯，那你必須把吃當做一回事！"	"Indoor_Day_1"
