"Hello! You must be @, the new farmer. I'm Caroline."	"你好！你就是那個新來的農夫，叫@吧？我是卡洛琳。"	"Introduction"
"My husband runs the general store here. And have you met my daughter, Abigail? She's the pale one with the purple hair."	"我丈夫在這裡開了間雜貨店。還有你見過我的女兒阿比蓋爾了嗎？她皮膚很白，一頭紫髮。"	"Introduction"
"Willy gave us each a piece of his fish jerky. I'm still chewing on it."	"威利分給每個人一塊魚乾。我還在啃呢。"	"Resort_Entering"
"I'll sleep well tonight!"	"我今晚會睡得很好！"	"Resort_Leaving"
"The water is so warm here compared to the valley. It's really pleasant!"	"與山谷裡相比，這裡的水很暖和。太開心了！"	"Resort_Shore"
"Caroline is trying to nap."	"卡洛琳想打個瞌睡。"	"Resort_Chair"
"I told Gus to surprise me, and he made an iced green tea with mango zest. How nice!"	"我叫格斯給我個驚喜，然後他做了一杯芒果皮冰綠茶。太棒了！"	"Resort_Bar"
"Hi @. Are you here to relax, or to do work?"	"嗨，@。你是來這裡放鬆一下還是來工作的？"	"Resort"
"I wish Abby wouldn't spend so much time in her room."	"我希望阿比別總是待在她的房間裡。"	"Mon"
"Hi, @. Are you enjoying the married life? I hope so!"	"嗨，@。結婚了開心嗎？希望如此！"	"Mon_inlaw_Abigail"
"When we first moved to Pelican Town I would take secret walks to the Wizard's tower. Don't tell Pierre, he has jealousy issues."	"在我們剛搬到鵜鶘鎮的時候，我有時會偷偷走到巫師塔那裡去。別告訴皮耶爾，他會忌妒。"	"Mon8"
"Abigail was born about a year after we moved to Pelican Town. I wonder if she'll ever experience life outside the valley?"	"我們搬到鵜鶘鎮一年後，阿比蓋爾就出生了。不知道她有沒有機會去看看谷外的生活呢？"	"Mon8"
"I've seen wild horesradish in the forest."	"我曾在樹林裡見過野生辣根。"	"Tue"
"Foraging can be a fun way to earn some cash. Or you can use what you find as gifts or food."	"採集山產是賺錢的好方法。你也可以把你找到的東西當作禮物送人或者留給自己吃。"	"Tue"
"Hi there. Do you have everything you need for the farm?"	"嗨。你農場裡的東西都辦好了嗎？"	"Wed"
"If not, we might be able to help you out."	"如果還缺什麼的話，儘管來找我們幫忙。"	"Wed"
"We carry a variety of useful items."	"我們什麼好東西都有。"	"Wed"
"Hmmm... I wonder if I can get Pierre to cook dinner tonight."	"嗯……不知道能不能讓皮耶爾負責今天的晚餐。"	"Thu"
"Hmmm... what am I going to make for dinner tonight?"	"嗯……今天晚餐我該做些什麼好呢？"	"Thu"
