"The dark... the rain... it gets me excited."	"這夜色……這雨……讓我很興奮。"	"Rainy_Day_0"
"Hey, remember when we played that duet by the lake? This weather reminds me of that day."	"嘿，還記得我們之前在湖邊對唱嗎？這天氣讓我想起了那天。"	"Rainy_Day_1"
"You really surprised me with that mini-harp... I never expected that. I guess that's why I like you so much."	"你用那迷你豎琴驚豔到我了……完全出乎我的意料。我猜這就是我這麼喜歡你的原因。"	"Rainy_Day_1"
"Hey! I woke up early and did some exploring on my own. I found this and it reminded me of you. [768 767 769 66 82]"	"嘿！我今天早起並自己去探險了。我發現了這個，這讓我想到了你。[768 767 769 66 82]"	"Rainy_Day_2"
"Think you can find something better than that? I'm not so sure!"	"你覺得自己能找到比這更好的嗎？我可不敢肯定！"	"Rainy_Day_2"
"It might be a good day to visit the caves, huh? Just be careful out there."	"今天可能很適合去山洞，對吧？不過要小心啊。"	"Rainy_Day_3"
"If you go, bring a Life Elixir or two."	"如果你要去的話，記得帶著幾瓶生命藥水。"	"Rainy_Day_3"
"Maybe I'll boot up Journey Of The Prairie King today... one of these days I swear I'll beat it on my own."	"或許今天我會玩「草原之王的冒險之旅」……我發誓總有一天我能自己通關。"	"Rainy_Day_4"
"Abigail is lost in her music."	"阿比蓋爾正沉醉在她的音樂裡。"	"patio_Abigail"
"The countryside looks more interesting on a day like this, don't you think?"	"郊外的景色在這種天氣下應該會更有趣，你不覺得嗎？"	"Rainy_Day_Abigail"
"I was just gazing out into the rainswept woods... I swear I saw something darker than black shifting around the trees."	"我只是在看被雨淋濕的木材……我發誓我看到什麼黑漆漆的東西在樹周圍移動。"	"Rainy_Night_0"
"It's a good night to see a ghost..."	"今晚很適合看鬼魂……"	"Rainy_Night_1"
"Can you feel it? There's a stillness in the rain..."	"你能感受到嗎？雨的寧靜……"	"Rainy_Night_2"
"On nights like this, I like to turn the light down low and just listen..."	"在這樣的夜晚裡，我喜歡把燈調暗，靜靜聆聽……"	"Rainy_Night_3"
"I felt like making some soup for dinner. I hope it's not too disgusting. [199 218 219 727 730]"	"我晚餐想做湯。希望不要太難喝……[199 218 219 727 730]"	"Rainy_Night_4"
"Hey! You look like you've been hard at work. Can I help you relax?"	"嘿！你看起來做事很賣力啊。我能幫你放鬆嗎？"	"Rainy_Night_5"
"Have you been working hard? You look cute when you're a little exhausted."	"你做事一直很賣力嗎？你精疲力盡的樣子真可愛。"	"Rainy_Night_5"
"The sound of rain should put us right to sleep tonight."	"聽著雨聲很快就能入睡了。"	"Rainy_Night_Abigail"
"I always loved this place, long before you moved in. Now I can explore the farm whenever I want!"	"在你搬進來之前我就一直很喜歡這個地方。現在我隨時都能探索農場了！"	"Indoor_Day_0"
"Hey, @. Heading out into the wild? I got you something...[286 287 205 732]"	"嘿，@。去野外嗎？我有東西要給你……[286 287 205 732]"	"Indoor_Day_1"
"Use that if you get into a tough spot. It should help keep you safe."	"在你處境艱難的時候可以用得上。這應該能確保你的安全。"	"Indoor_Day_1"
