"Hey, it's Mr. @, the new farmer! I'm Pierre, owner of the local general store."	"嘿，你就是新來的農夫@先生吧！我是皮耶爾，鎮上雜貨店的店主。"	"Introduction"
"Hey, it's Ms. @, the new farmer! I'm Pierre, owner of the local general store."	"嘿，你就是新來的農夫@小姐吧！我是皮耶爾，鎮上雜貨店的店主。"	"Introduction"
"If you're looking for seeds, my shop is the place to go. I'll also buy produce from you for a good price!"	"如果想買種子的話，來我這裡就對了。而且我還會高價收購你的作物哦！"	"Introduction"
"A little agriculture could really inject new life into the local economy!"	"有了農業發展，相信本地的經濟也會振興起來的！"	"Introduction"
"I'm losing a lot of money being away from the shop..."	"我沒有開店，所以會虧很多錢……"	"Resort"
"But, you know what? It's worth it."	"不過你明白嗎？這是值得的。"	"Resort"
"Mmm... that salty smell of the sea is making me want some sashimi."	"唔……大海的鹹味讓我想吃生魚片了。"	"Resort_Shore"
"Eh, let the kids play in the sun. I'll just sit in this chair."	"啊，讓孩子們在太陽底下玩耍吧。我坐在這裡就好。"	"Resort_Chair"
"Drink after drink... Gus must be making a killing!"	"一杯接一杯的……格斯一定賺了不少錢！"	"Resort_Bar"
"This is a dream-come-true! You can't begin to imagine how much stress JojaMart was causing me."	"這真是「夢想成真」！你都無法想像 Joja 超市對我造成了多大壓力。"	"cc_Complete"
"For a small town like this, one store is enough! There's too much social pressure for me to overcharge, anyway."	"對於這樣的小鎮來說，一家商店就夠了！不管怎樣，壓力如此之大，我都無法好好宰客了。"	"cc_Complete"
"This is a sad day for Pelican Town... The stronger Joja becomes, the closer I move toward bankruptcy. I might have to sell the shop soon..."	"這是鵜鶘鎮悲傷的一天……Joja 超市越強，我離破產就越近。我很快就會被迫賣掉這家店……"	"joja_Begin"
"Hey, that's a great idea... It'll be nice to get out from behind the counter. I'll meet you there!"	"嘿，好主意……離開櫃檯還挺不錯的。電影院見囉！"	"MovieInvitation"
"Welcome! If you're looking for seeds, you've come to the right place!"	"歡迎！如果想買種子的話，來我這裡就對了！"	"Mon"
"Hello, er... my son?"	"你好，呃……我的兒子？"	"Mon_inlaw_Abigail"
"Hello, er... daughter?"	"你好，呃……我的女兒？"	"Mon_inlaw_Abigail"
"Hi, @. Need any seeds or fruit tree saplings?"	"嗨，@。今天是來買種子和樹苗的嗎？"	"Mon4"
"Hi, @. How's Abigail doing? The shop hasn't been the same without her..."	"嗨，@。阿比蓋爾怎麼樣了？沒有她商店都不一樣了……"	"Mon4_inlaw_Abigail"
"Sometimes I get new items in stock, so make sure to stop by every so often."	"有時我會進新貨品，所以平時沒事的話，還是常來看看吧。"	"Tue"
"It's a lot of work to run a shop."	"開商店還真是苦力活呢。"	"Tue"
"You know, I used to be a pretty good boxer back in the day... my right hook was the stuff of legend!"	"我年輕的時候，可是個有名的拳擊手……我的右勾拳簡直是天下無敵啦！！"	"Tue6"
"It's my day off today."	"今天是店裡的休息日。"	"Wed"
"Hmmm... what to do..."	"唔……該做什麼好呢……"	"Wed"
"When I was younger I always had something interesting to do... now I find myself just wasting time whenever I'm not at work."	"年輕的時候，總是有好多有意思的事想做……現在老了，店裡放假時我也只是散散步、消磨消磨時間。"	"Wed4"
"I'm happy to buy any produce off you."	"如果有農產品的話，賣給我也可以哦。"	"Thu"
"I'll give you a fair price, of course!"	"當然了，價格絕對包你滿意！"	"Thu"
"I really do appreciate your business, Mr. @. I've been having a harder and harder time turning a decent profit."	"真的很感激你的惠顧，@先生。最近想要盈利真的是越來越難了。"	"Thu2"
"I really do appreciate your business, Ms. @. I've been having a harder and harder time turning a decent profit."	"真的很感激你的惠顧，@小姐。最近想要盈利真的是越來越難了。"	"Thu2"
