"Welcome to clothing therapy!"	"歡迎來到服裝療法！"	"2123243/e 2111194"
"You're probably wondering... what is clothing therapy?"	"你可能想知道……什麼是服裝療法？"	"2123243/e 2111194"
"I'll try to explain."	"我會試著解釋。"	"2123243/e 2111194"
"So many of us are struggling with personal issues... things holding us back from living how we want."	"我們許多人都在與自身的問題做鬥爭……這些東西阻礙我們過我們想要的生活。"	"2123243/e 2111194"
"It's important to me that everyone has a free and happy life... so I came up with a new kind of therapy to help people achieve that."	"對我來說每個人都能擁有自由幸福的生活是很重要的……所以我提出一種新的療法來幫助大家。"	"2123243/e 2111194"
"It's based on the amazing power of self-expression. Self-expression is a wonderful healing tool, did you know that?"	"它基於自我表達這一神奇力量。自我表達是一種奇妙的治療工具，你們知道嗎？"	"2123243/e 2111194"
"Behind this curtain, you'll find racks and racks of clothes. There's endless options to choose from."	"在這塊簾子後面，你會發現一貨架一貨架的衣服，有無盡的選擇。"	"2123243/e 2111194"
"Your job is simple: find the outfit that truly speaks to you, and put it on."	"你需要做的事情很簡單：找到適合你的衣服，然後穿上它。"	"2123243/e 2111194"
"Feel confident in yourself and your choice. You all have a unique style to share with the world!"	"要對你自己和你的選擇有信心，分享給這個世界看屬於你們獨一無二的風格！"	"2123243/e 2111194"
"Shane, you're up first!"	"謝恩，你先來！"	"2123243/e 2111194"
"Okay"	"好"	"2123243/e 2111194"
"Ah, @. You're just in time. Just observe and keep an open mind... okay?"	"啊，@。你來的剛好。只需要觀察和帶著好奇的心態……好嗎？"	"2123243/e 2111194"
"Wow..."	"哇哦……"	"2123243/e 2111194"
"Cool"	"酷"	"2123243/e 2111194"
"Shane, it's a new side of you we've never known about. That's great!"	"謝恩，我們從來沒有看過你這一面，太棒了！"	"2123243/e 2111194"
"Now, go outside with confidence and show the world!"	"現在走出去，自信點展示給這個世界看！"	"2123243/e 2111194"
"Sure"	"當然"	"2123243/e 2111194"
"Okay, everyone gets a turn!"	"好吧，所有人都要試試！"	"2123243/e 2111194"
"Oh no..."	"哦不……"	"2123243/e 2111194"
"Heehee"	"天啊"	"2123243/e 2111194"
"Oh my!"	"我的天啊！"	"2123243/e 2111194"
"Beautiful!"	"太漂亮了！"	"2123243/e 2111194"
"Let's see what Demetrius thinks..."	"我們看看迪馬崔斯怎麼想……"	"2123243/e 2111194"
"Why not..."	"為什麼不……"	"2123243/e 2111194"
"Hehe... not bad!"	"嘿嘿……不錯嘛！"	"2123243/e 2111194"
"Lookin' sharp!"	"快讓我看看！"	"2123243/e 2111194"
"Me next!"	"下一個是我！"	"2123243/e 2111194"
"Very nice!"	"很好！"	"2123243/e 2111194"
"It's sweaty in here..."	"這都出汗了……"	"2123243/e 2111194"
"Clint? You're up!"	"克林特？到你了！"	"2123243/e 2111194"
"M...Me?"	"我……我嗎？"	"2123243/e 2111194"
"*gulp*... Okay, Emily. I'll do it."	"（吞口水）……好吧，艾米麗。我來了。"	"2123243/e 2111194"
"Awww, cute!"	"噢，真可愛！"	"2123243/e 2111194"
"Aww? Cute? ...*sigh*..."	"噢？可愛？……*唉*……"	"2123243/e 2111194"
"Well, that went very well!"	"好吧，那很好！"	"2123243/e 2111194"
"I just hope this experience helps everyone break out of their shells a bit."	"我只希望這些經驗可以幫助每一個人突破他們的外形。"	"2123243/e 2111194"
"@... um..."	"@……嗯……"	"2123243/e 2111194"
"I couldn't do it! I don't wanna break out of my shell!"	"我不會改的！我不想突破我的外形！"	"2123243/e 2111194"
"...Oh. I... I guess I'm interrupting something here, aren't I?"	"……哦。我……我想我打擾了你們，是嗎？"	"2123243/e 2111194"
"I understand. I'll leave now... Congrats, @."	"我明白。我現在就離開……祝福你們，@。"	"2123243/e 2111194"
