"Nnnnggghh....I just can't reach it!"	"不行……搆不到！"	"18/f George 1500/p George"
"If only I could get up from this infernal chair..."	"要是我能從這該死的椅子上站起來……"	"18/f George 1500/p George"
"Thanks, young man."	"謝謝你，年輕人。"	"18/f George 1500/p George"
"Thanks, miss."	"謝謝"	"18/f George 1500/p George"
"*sigh*...It happened 30 years ago."	"孩子，那是 30 年前。"	"18/f George 1500/p George"
"I was working in the coal mines. We were near the end of our shift, but there was one last seam that needed to be broken up."	"我當時在煤坑裡上班。我們馬上就要換班了，但還剩最後一個礦需要炸開。"	"18/f George 1500/p George"
"I went in there aiming to set off a stick of dynamite, but my foot slipped into a crack and I dropped it. The dynamite exploded on impact."	"我拿著一支炸藥要去引爆，但我絆了一下。炸藥掉在地上，爆炸了。"	"18/f George 1500/p George"
"The next thing I remember, I was laying in the hospital... and they told me I'd never walk again."	"等我再醒過來的時候，就已經躺在醫院裡了……然後他們告訴我，我再也不能走路了。"	"18/f George 1500/p George"
"So there you have it. You probably figured I was just too old to walk."	"你明白了吧。你本來以為我是因為太老所以不能走路的吧"	"18/f George 1500/p George"
"Well I'll have you know that I'd be spryer than a spring chicken if I hadn't been in that accident!"	"如果不是那場意外，現在我的腿腳肯定比年輕人還靈活！"	"18/f George 1500/p George"
"..."	"……"	"18/f George 1500/p George"
"You've been very nice to me, young man. I appreciate that."	"你對我很好，年輕人。非常感謝。"	"18/f George 1500/p George"
"You've been really nice to me, miss. I appreciate it."	"你對我真的不錯，孩子。我很感激。"	"18/f George 1500/p George"
"When you're old, you start to forget that anyone cares about you."	"等你老了，就會開始忘記，所有人都在關心你。"	"18/f George 1500/p George"
"Oh! @! You're wondering what that good smell is?"	"噢！@！你是不是在想這陣香味兒是從哪裡飄來的啊？"	"19/f Evelyn 1000/p Evelyn"
"Why, that's nice of you to say! I'm actually baking my famous cookies!"	"哈哈，你真會說話！我其實正在烤我的招牌餅乾！"	"19/f Evelyn 1000/p Evelyn"
"Here, why don't you try one?"	"來，嚐嚐味道怎麼樣？"	"19/f Evelyn 1000/p Evelyn"
"Well, what do you think?"	"你覺得如何？"	"19/f Evelyn 1000/p Evelyn"
