"Aye... a sad sight, isn't she?"	"唉……挺慘的，對吧？"	"9348571/Hl willyBoatFixed"
"She was me father's boat... Served him well for over 50 years."	"這是我父親的船……陪他度了 50 多年。"	"9348571/Hl willyBoatFixed"
"But now she can barely stay afloat."	"不過現在連浮在水面上都很吃力。"	"9348571/Hl willyBoatFixed"
"I'd repair her myself, but I don't have the right materials, lad."	"我想親自去修，但是沒有適合的材料，小子。"	"9348571/Hl willyBoatFixed"
"I'd repair her myself, but I don't have the right materials, miss."	"我想親自去修，但是沒有合適的材料，姑娘。"	"9348571/Hl willyBoatFixed"
"Aye... 200 pieces of hardwood to patch the hull would be a good start."	"唉……我們要先用 200 塊硬木用來把船體修好。"	"9348571/Hl willyBoatFixed"
"But we'll also need to get the ticket machine back up, and the iridium anchor repaired."	"不過之後還得修好售票機，還有銥錨。"	"9348571/Hl willyBoatFixed"
"If I could get me hands on the right materials, and repair the ol' girl... well, then I could take you to the Fern Islands."	"如果你能幫我找來適合的材料，讓我好修理這艘船……嗯，那我就可以帶你去芬恩島。"	"9348571/Hl willyBoatFixed"
"Volcanic islands full of strange parrots, they say..."	"據說有火山島嶼，上面有好多奇怪的鸚鵡……"	"9348571/Hl willyBoatFixed"
"I'd like to help"	"我願意幫忙"	"9348571/Hl willyBoatFixed"
"Nah, I'll pass..."	"不，算了……"	"9348571/Hl willyBoatFixed"
"Aye... I thought you would, lad."	"好耶……我就知道你會幫忙的，小子。"	"9348571/Hl willyBoatFixed"
"Aye... I thought you would, miss."	"好耶……我就知道你會幫忙的，姑娘。"	"9348571/Hl willyBoatFixed"
"I'll leave this door unlocked for ya... you can come drop off the materials whenever you like."	"這扇門我就不鎖了……你收集好材料之後可以隨時來這裡擺好。"	"9348571/Hl willyBoatFixed"
"Alright, suit yourself..."	"好吧，隨你便……"	"9348571/Hl willyBoatFixed"
"If you have a change of heart, you can always come back and help out. I'll leave this door unlocked, anyhow."	"如果你改變主意了，可以來這裡幫忙。我還是把這扇門開著。"	"9348571/Hl willyBoatFixed"
